field_name,description_heading,description,field_id
SOLVEIG,Development ,"Solveig is a field in the North Sea, 15 kilometres south of the Edvard Grieg field. The water depth is 100 metres. Solveig was discovered in 2013, and subsequently delineated by appraisal wells in 2014, 2015 and 2018. The plan for development and operation (PDO) was approved in 2019. Solveig will be developed with five single wells, tied-back to the Edvard Grieg field. ",34833011
SOLVEIG,Reservoir ,"Solveig will produce oil from sandstone and conglomerate of Permian and Triassic age. The main reservoir was formed in small basins along the southwestern flank of the South Utsira High. The reservoir contains oil with a small gas cap at a depth of 1,900 metres and has varying quality.",34833011
SOLVEIG,Recovery strategy ,The field will be produced by pressure support from water injection.,34833011
SOLVEIG,Transport ,The well stream will be transported via the Edvard Grieg field and onward by pipeline to the Sture terminal. The gas will be exported via the Scottish Area Gas Evacuation (SAGE) infrastructure to the St Fergus terminal in the UK.,34833011
STATFJORD,Development ,"Statfjord is a field in the Tampen area in the northern part of the North Sea, on the border between the Norwegian and UK sectors. The Norwegian share of the field is 85.47 per cent. The water depth is 150 metres. Statfjord was discovered in 1974, and the plan for development and operation (PDO) was approved in 1976. The field has been developed with three fully integrated concrete facilities: Statfjord A, Statfjord B and Statfjord C. Statfjord A, centrally located on the field, came on stream in 1979. Statfjord B, in the southern part of the field, in 1982, and Statfjord C, in the northern part, in 1985. The satellite fields Statfjord Øst, Statfjord Nord and Sygna have a dedicated inlet separator on Statfjord C. A PDO for Statfjord Late Life was approved in 2005.",43658
STATFJORD,Reservoir ,"Statfjord produces oil and associated gas from Jurassic sandstone in the Brent and Statfjord Groups, and in the Cook Formation. The Brent and Statfjord Groups have excellent reservoir quality. The reservoirs lie at a depth of 2,500-3,000 metres in a large fault block tilted towards the west, and in several smaller blocks along the eastern flank.",43658
STATFJORD,Recovery ,"The field was originally produced by pressure support from water alternating gas injection (WAG), water injection and partial gas injection. Statfjord Late Life entails that all injection now has ceased. To release the solution gas from the remaining oil, depressurisation of the reservoirs started in 2007.",43658
STATFJORD,Transport ,"Stabilised oil is stored in storage cells at each facility. Oil is loaded onto tankers from one of the two oil-loading systems on the field. Since 2007, gas is exported through Tampen Link, and routed via the Far North Liquids and Gas System (FLAGS) pipeline to the UK. The UK licensees route their share of the gas through the FLAGS pipeline from Statfjord B to St Fergus in the UK.",43658
STATFJORD NORD,Development ,"Statfjord Nord is a field in the Tampen area in the northern part of the North Sea, 17 kilometres north of the Statfjord field. The water depth is 250-290 metres. Statfjord Nord was discovered in 1977, and the plan for development and operation (PDO) was approved in 1990. The field has been developed with two production templates and one water injection template tied-back to the Statfjord C facility. Production started in 1995.",43679
STATFJORD NORD,Reservoir ,"Statfjord Nord produces oil from Middle Jurassic sandstone in the Brent Group and Upper Jurassic sandstone in the Munin Formation. The reservoirs lie at a depth of 2,600 metres and are of good quality.",43679
STATFJORD NORD,Recovery ,The field is produced with pressure maintenance from water injection.,43679
STATFJORD NORD,Transport ,"The well stream is transported in two pipelines to the Statfjord C facility for processing, storage and export. The fields Statfjord Nord, Statfjord Øst and Sygna have a shared process module on Statfjord C. Oil is loaded onto tankers and gas is exported through Tampen Link and the Far North Liquids and Gas System (FLAGS) pipeline to the UK.  ",43679
STATFJORD ØST,Development ,"Statfjord Øst is a field in the Tampen area in the North Sea, seven kilometres northeast of the Statfjord field. The water depth is 150-190 metres. Statfjord Øst was discovered in 1976, and the plan for development and operation (PDO) was approved in 1990. The field has been developed with two subsea production templates and one water injection template, tied-back to the Statfjord C platform. In addition, two production wells have been drilled from Statfjord C. Production started in 1994.",43672
STATFJORD ØST,Reservoir ,"Statfjord Øst produces oil from Middle Jurassic sandstone in the Brent Group. The reservoir has good quality and lies at 2,400 metres depth. ",43672
STATFJORD ØST,Recovery ,"The field was originally produced with water injection, but is now produced by pressure depletion and with gas lift in one well.",43672
STATFJORD ØST,Transport ,"The well stream is transported in two pipelines to the Statfjord C facility for processing, storage and export. Statfjord Øst, Statfjord Nord and Sygna have a shared process module on Statfjord C. Oil is loaded onto tankers and gas is exported through Tampen Link and the Far North Liquids and Gas System (FLAGS) pipeline to the UK.",43672
SVALIN,Development ,"Svalin is a field in the central part of the North Sea, six kilometres southwest of the Grane field. The water depth is 120 metres. Svalin was discovered in 1992, and the plan for development and operation (PDO) was approved in 2012. The field comprises two separate structures: Svalin C and Svalin M. Svalin C is developed with a subsea template tied-in to the Grane facility, and Svalin M is developed with a multilateral well drilled from Grane. Production started in 2014.",22507971
SVALIN,Reservoir ,"Svalin produces oil and associated gas from massive sandstone of Paleocene to early Eocene age in the Heimdal and Balder Formations. The reservoirs are in marine fan deposits and have excellent quality. They lie at a depth of 1,750 metres.",22507971
SVALIN,Recovery ,The field is produced by pressure depletion and with pressure support from a regional aquifer.,22507971
SVALIN,Transport ,"The well stream is processed on the Grane field. The oil is transported by pipeline to the Sture terminal for storage and export, and the gas is injected into the Grane reservoir or used for fuel at the Grane platform.",22507971
SYGNA,Development ,"Sygna is a field in the Tampen area in the northern North Sea, just northeast of the Statfjord Nord field. The water depth is 300 metres. Sygna was discovered in 1996, and the plan for development and operation (PDO) was approved in 1999. The field has been developed with one subsea template with four well slots, connected to the Statfjord C facility. Three production wells have been drilled from the template. A long-reach water injection well was drilled from the Statfjord Nord template. Production started in 2000.",104718
SYGNA,Reservoir ,"Sygna produces oil from Middle Jurassic sandstone in the Brent Group. The reservoir lies at a depth of 2,650 metres and has good quality.",104718
SYGNA,Recovery ,The field is produced by pressure maintenance from water injection.,104718
SYGNA,Transport ,"The well stream is transported by pipeline to the Statfjord C facility for processing, storage and export. Sygna, Statfjord Nord og Statfjord Øst have a shared process module on Statfjord C. The oil is loaded onto tankers and the gas is exported through Tampen Link and the Far North Liquids and Gas System (FLAGS) pipeline to the UK.  ",104718
TAMBAR,Development ,"Tambar is a field in the southern part of the Norwegian sector in the North Sea, 16 kilometres southeast of the Ula field. The water depth is 70 metres. Tambar was discovered in 1983, and the plan for development and operation (PDO) was approved in 2000. The field has been developed with a remotely controlled wellhead platform tied-back to the Ula field. Production started in 2001.",1028599
TAMBAR,Reservoir ,Tambar produces oil from Upper Jurassic shallow marine sandstone in the Ula Formation. The reservoir lies at a depth of 4100-4200 metres and has generally very good characteristics.,1028599
TAMBAR,Recovery ,"The field is produced by pressure depletion, with natural gas expansion combined with aquifer support. Gas lift is used to improve production performance.",1028599
TAMBAR,Transport ,"The oil is transported by pipeline to Ula. After processing at Ula, the oil is exported in the pipeline system via the Ekofisk field to Teesside in the UK, while the gas is injected into the Ula reservoir to improve oil recovery.",1028599
TAMBAR ØST,Development ,"Tambar Øst is a field in the southern part of the Norwegian sector in the North Sea, two kilometres east of the Tambar field. The water depth is 70 metres. Tambar Øst was discovered in 2007. In the same year, the authorities granted an exemption for the plan for development and operation (PDO) and the field started production. The field has been developed with one production well drilled from the Tambar facility.",4999528
TAMBAR ØST,Reservoir ,"Tambar Øst produces oil and some gas from shallow marine sandstone of Late Jurassic age in the Farsund Formation. The reservoir lies at a depth of 4,050-4,200 metres and has varying quality.",4999528
TAMBAR ØST,Recovery ,The field is produced by pressure depletion and limited aquifer drive.,4999528
TAMBAR ØST,Transport ,"The oil is transported from the Tambar field to the Ula facility. After processing at Ula, the oil is exported in the existing pipeline system via the Ekofisk field to Teesside in the UK. The gas is used for gas injection in the Ula reservoir to improve oil recovery. ",4999528
TOMMELITEN GAMMA,Development ,"Tommeliten Gamma is a field in the southern part of the Norwegian sector in the North Sea, 12 kilometres west of the Edda field in the Ekofisk area. The water depth is 75 metres. Tommeliten Gamma was discovered in 1978, and the plan for development and operation (PDO) was approved in 1986. The field was developed with a subsea template including six production wells. Production started in 1988. ",43444
TOMMELITEN GAMMA,Reservoir ,"Tommeliten Gamma produced gas and condensate from fractured chalk of Late Cretaceous age in the Tor Formation and of early Paleocene age in the Ekofisk Formation. The reservoir lies at a depth of 3,500 metres. ",43444
TOMMELITEN GAMMA,Recovery ,The field was produced by pressure depletion.,43444
TOMMELITEN GAMMA,Transport ,"The well stream was sent via pipeline to the Edda field for first-stage separation, then to the Ekofisk Complex and further through Norpipe to Emden in Germany and Teesside in the UK. Some of the gas was used for gas lift on the Edda field.",43444
TOR,Development ,"Tor is a field in the southern part of the Norwegian sector in the North Sea, 13 kilometres northeast of the Ekofisk field. The water depth is 70 metres. Tor was discovered in 1970, and the plan for development and operation (PDO) was approved in 1973. The field was developed with a combined wellhead and processing facility tied-back to the Ekofisk field, and started producing in 1978. Tor was shut down in 2015, and the facility will be removed by the end of 2022. In November 2019, a new PDO for the redevelopment of the field was approved. The plan includes two subsea templates with eight horizontal production wells, tied-back to the Ekofisk Centre.",43520
TOR,Reservoir ,"The reservoir contains oil and gas in fractured chalk of Late Cretaceous age in the Tor Formation and of early Paleocene age in the Ekofisk Formation. There are significant remaining resources in both formations. The reservoir depth is 3,200 metres.",43520
TOR,Recovery ,The field is produced by natural pressure depletion. ,43520
TOR,Transport ,The well stream is transported by pipeline to the processing facility at the Ekofisk Centre and further to Teesside in the UK and Emden in Germany.,43520
TORDIS,Development ,"Tordis is a field in the Tampen area in the northern part of the North Sea, between the Statfjord and Gullfaks fields. The water depth is 150-220 metres. Tordis was discovered in 1987, and the plan for development and operation (PDO) was approved in 1991. The field has been developed with a central subsea manifold tied-back to the Gullfaks C facility, which also supplies water for injection. Seven single-well satellites and two 4-slots subsea templates are tied-back to the manifold. Production started in 1994. Tordis comprises four structures: Tordis, Tordis Øst, Tordis Sørøst (34/7-25 S) and Borg. The PDO for Tordis Øst was approved in 1995 and for Borg in 1999. An amended PDO for Tordis was approved in 2005.",43725
TORDIS,Reservoir ,"Tordis produces oil from Jurassic sandstone. The reservoirs in Tordis and Tordis Øst are in the Brent and Statfjord Groups, and the reservoir in Borg is in Upper Jurassic intra-Draupne Formation sandstone. The reservoir in Tordis Sørøst is in the Brent Group and in Upper Jurassic sandstone. The reservoirs lie at a depth of 2000-2500 metres and the reservoir quality is good to excellent.",43725
TORDIS,Recovery ,The field is produced by pressure support from water injection and by natural aquifer drive.,43725
TORDIS,Transport ,"The well stream from Tordis is transported via two pipelines to the Gullfaks C facility for processing. The oil is exported by tankers, while the gas is exported via Statpipe to the Kårstø terminal. ",43725
TRESTAKK,Development ,"Trestakk is a field in the central part of the Norwegian Sea, 20 kilometres south of the Åsgard field. The water depth is 300 metres. Trestakk was proven in 1986 and the plan for development and operation (PDO) was approved in 2017. The development concept consists of one subsea template with four well slots and an additional satellite well. The subsea installation is tied-back to the Åsgard A facility for processing and gas injection.",29396445
TRESTAKK,Reservoir ,"Trestakk produces oil from shallow marine sandstone of Middle Jurassic age in the Garn Formation. The reservoir lies at a depth of 3,900 metres and has moderate quality.",29396445
TRESTAKK,Recovery strategy ,The Field is produced by gas injection.,29396445
TRESTAKK,Transport ,"The well stream is transported to the Åsgard A facility for processing. Oil and condensate are temporarily stored at Åsgard A, and then shipped to market by shuttle tankers. The gas is exported through the Åsgard Transport System (ÅTS) to the Kårstø terminal.",29396445
TROLL,Reservoir ,"Troll contains very large amounts of gas resources and is also one of the largest oil producing fields on the Norwegian continental shelf. The field has two main structures: Troll Øst and Troll Vest. About two-thirds of the recoverable gas reserves lie in Troll Øst. The gas and oil reservoirs in the Troll Øst and Troll Vest structures consist primarily of shallow marine sandstone of Late Jurassic age in the Sognefjord Formation. Part of the reservoir is also in the underlying Fensfjord Formation of Middle Jurassic age. The field consists of three relatively large rotated fault blocks. The eastern fault block constitutes Troll Øst. The reservoir depth at Troll Øst is 1,330 metres. Pressure communication between Troll Øst and Troll Vest has been proven. Originally, the oil column in Troll Øst was mapped to be 0-4 metres thick. A well drilled in 2007 proved an oil column of 6-9 metres in the Fensfjord Formation in the northern segment of Troll Øst. The Troll Vest oil province originally had a 22 to 26-metre-thick oil column under a small gas cap, located at a depth of 1,360 metres. The Troll Vest gas province originally had an oil column of 12-14 metres under a gas column of up to 200 metres. The oil column is now reduced to only 2 to 4 metres thickness. A significant volume of residual oil is encountered directly below the Troll Vest oil column. There is a minor oil discovery in the Middle Jurassic Brent Group, below the main oil reservoir.",46437
TROLL,Recovery ,"The gas in Troll Øst is recovered by pressure depletion through 39 wells drilled from Troll A. The oil in Troll Vest is produced from long horizontal wells, which penetrate the thin oil zone directly above the oil-water contact. The recovery strategy is based primarily on pressure depletion, but this is accompanied by a simultaneous expansion of both the gas cap above the oil zone and the underlying water zone. Some gas is also reinjected to increase oil production. Produced water was reinjected into the northern part of the Troll Vest oil province from 2000 to 2016. ",46437
TROLL,Transport ,"The gas from Troll Øst and Troll Vest is transported through three multiphase pipelines to the gas processing plant at Kollsnes. The condensate is separated from the gas and transported by pipeline to the Mongstad terminal. The dry gas is transported in Zeepipe II A and II B to Zeebrugge in Belgium. The oil from Troll B and Troll C is transported in the Troll Oil Pipelines I and II, respectively, to the oil terminal at Mongstad.",46437
TROLL,Development ,"Troll is a field in the northern part of the North Sea. The water depth is 300-330 metres. Troll was discovered in 1979, and the initial plan for development and operation (PDO) was approved in 1986. The plan was updated in 1990 and involved the transfer of gas processing to the Kollsnes terminal. Production started in 1995. A phased development was pursued for the Troll field, with Phase I recovering gas reserves in Troll Øst and Phase II focusing on the oil reserves in Troll Vest. Troll Phase I has been developed with Troll A, which is a fixed wellhead and compression platform with a concrete substructure. Troll A receives power from shore. The gas compression capacity at Troll A was increased in 2004/2005, and again in 2015. Troll Phase II was developed with Troll B, a floating concrete accommodation and production platform, and Troll C, a semi-submersible accommodation and production steel platform. The oil is produced from several subsea templates tied-back to Troll B and Troll C by flowlines. Production from Troll C started in 1999. The Troll C platform is also utilised for production from the Fram field. Several PDO amendments were approved in connection with various subsea templates at Troll Vest. In 2018, an amended PDO was approved to increase gas offtake from Troll Vest, Troll Phase III.",46437
TROLL BRENT B,Development ,"Troll Brent B is a field near the Troll field in the northern part of the North Sea. The water depth is 340 metres. Troll Brent B was discovered in 2005, and was granted an exemption from the plan for development and operation (PDO) in 2017. Troll Brent B was planned to be developed with one multilateral production well drilled from the O-template connected to Troll C. ",29398828
TROLL BRENT B,Reservoir ,"The reservoir contains oil in sandstone of Middle Jurassic age in the Brent Group, stratigraphically underlying producing reservoirs on the Troll field. The reservoir lies at a depth of 1,900 metres.",29398828
TROLL BRENT B,Recovery strategy ,The field was planned to be produced by pressure depletion.,29398828
TROLL BRENT B,Transport ,There was no production from Troll Brent B.,29398828
TRYM,Transport ,The well stream is processed on the Harald facility for further transport through the Danish pipeline system via the Tyra field.,18081500
TRYM,Recovery ,"The field is produced by pressure depletion. A low-pressure project was started in 2017 and is expected to accelerate production, thus increasing final recovery.",18081500
TRYM,Reservoir ,"Trym produces gas and condensate from Middle and Upper Jurassic sandstone in the Bryne and Sandnes Formations. The reservoir is in the same salt structure as the Danish field Lulita. The deposits are presumably separated by a fault zone on the Norwegian side of the border, but there may be pressure communication in the water zone. The reservoir lies at a depth of 3,400 metres and has good quality. ",18081500
TRYM,Development ,"Trym is a field in the southern part of the Norwegian sector in the North Sea, three kilometres from the border to the Danish sector. The water depth is 65 metres. Trym was discovered in 1990, and the plan for development and operation (PDO) was approved in 2010. The field is developed with a subsea template including two horizontal production wells, tied to the Harald facility in the Danish sector. Production started in 2011.",18081500
TUNE,Development ,"Tune is a field in the northern part of the North Sea, ten kilometres west of the Oseberg field. The water depth is 95 metres. Tune was discovered in 1995, and the plan for development and operation (PDO) was approved in 1999. The field has been developed with a subsea template and a satellite well tied to the Oseberg Field Centre. Production started in 2002. A PDO exemption was granted for the development of the northern part of the field in 2004. A similar exemption was granted for the southern part of the field in 2005.",853376
TUNE,Reservoir ,"Tune produces gas and some condensate mainly from Middle Jurassic sandstone in the Tarbert Formation (Brent Group). The reservoir is divided into several inclined fault blocks and lies at a depth of 3,400 metres. Another reservoir is in the underlying Statfjord Formation. ",853376
TUNE,Recovery ,The field is produced by pressure depletion. Low-pressure production has been implemented.,853376
TUNE,Transport ,"The well stream from Tune is transported in pipelines to the Oseberg Field Centre, where the condensate is separated and transported to the Sture terminal through the Oseberg Transport System (OTS). Gas from Tune is injected in the Oseberg field, while the licensees can export a corresponding volume of sales gas from Oseberg.",853376
TYRIHANS,Development ,"Tyrihans is a field in the Norwegian Sea, 25 kilometres southeast of the Åsgard field. The water depth is 270 metres. Tyrihans was discovered in 1983, and the plan for development and operation (PDO) was approved in 2005. The field is developed with five subsea templates tied-back to the Kristin platform, four templates for production and gas injection and one template for seawater injection. Gas for injection and gas lift is supplied from the Åsgard B platform. Production started in 2009.",3960848
TYRIHANS,Reservoir ,"Tyrihans produces oil, gas and condensate from two deposits: Tyrihans Sør and Tyrihans Nord. Tyrihans Sør has an oil column with a condensate-rich gas cap. Tyrihans Nord contains gas and condensate with a thin oil zone. The main reservoir in both deposits is in the Middle Jurassic Garn Formation at a depth of 3500 metres. The reservoirs are homogenous and of good quality. In addition, one well produces oil from the Ile Formation.",3960848
TYRIHANS,Recovery ,Tyrihans has earlier been produced with pressure support by water and gas injection. The main recovery strategy now is pressure depletion and gas cap expansion.,3960848
TYRIHANS,Transport ,"The well stream is sent to the Kristin platform for processing. Gas is exported from Kristin via the Åsgard Transport System (ÅTS) to the Kårstø terminal, while oil and condensate are transported by pipeline to the storage ship Åsgard C for export on shuttle tankers.",3960848
ULA,Development ,"Ula is a field in the southern part of the Norwegian sector in the North Sea. The water depth is 70 metres. Ula was discovered in 1976, and the plan for development and operation (PDO) was approved in 1980. The development consists of three facilities for production, drilling and accommodation, which are connected by bridges. Production started in 1986. The gas capacity at Ula was upgraded in 2008 with a new gas processing and gas injection module (UGU) that doubled the capacity. A PDO exemption for the Triassic reservoir was granted in 2015. Ula is the processing facility for the Tambar, Blane and Oda fields.",43800
ULA,Reservoir ,"Ula produces oil mainly from sandstone in the Upper Jurassic Ula Formation. The reservoir lies at a depth of 3345 metres. It consists of three units, and two of them are producing well. There is also production from part of the underlying Triassic reservoir at a depth of 3450 metres. This is a tight sandstone reservoir with low effective permeability.",43800
ULA,Recovery ,"Oil was initially recovered by pressure depletion, but after some years water injection was implemented to improve recovery. Water alternating gas injection (WAG) started in 1998. The WAG program has been extended with gas from the tied-in Tambar, Blane and Oda fields. Gas lift is used in some of the wells.",43800
ULA,Transport ,The oil is transported by pipeline via the Ekofisk field to Teesside in the UK. All gas is reinjected into the reservoir to increase oil recovery.,43800
URD,Development ,"Urd is a field in the Norwegian Sea, five kilometres northeast of the Norne field. The water depth is 380 metres. Urd was discovered in 2000, and the plan for development and operation (PDO) was approved in 2004. The field has three deposits: Svale, Svale North and Stær. The Urd field has been developed with subsea templates tied-back to the Norne production, storage and offloading vessel (FPSO). Production started in 2005 from Svale, from Stær in 2006 and from Svale North in 2016.",2834734
URD,Reservoir ,"Urd produces oil from Lower to Middle Jurassic sandstone in the Åre, Tilje and Ile Formations. The field is structurally complex and segmented. The reservoirs lie at depths of 1,800-2,300 metres and have moderate to good quality.",2834734
URD,Recovery ,The field is produced by water injection and gas lift.,2834734
URD,Transport ,"The well stream is processed on the Norne FPSO, and the oil is offloaded to shuttle tankers together with oil from the Norne field. The gas is sent from Norne to Åsgard, and then exported via the Åsgard Transport System (ÅTS) to the Kårstø terminal.",2834734
UTGARD,Development ,"Utgard is a field in the North Sea, straddling the sector boundary between Norway and the UK. The Norwegian share of the field is 62 per cent. Utgard is located 20 kilometres west of the Sleipner area. The water depth is 110-120 metres. The field was discovered in 1982 and the plan for development and operation (PDO) was approved in 2017. The development concept is a 4-slot subsea template with two wells tied-back to the Sleipner T facility for processing and reduction of the CO2 level in the gas. The subsea template is located in the Norwegian sector.",28975098
UTGARD,Reservoir ,"Utgard produces gas with high CO2 content and condensate from sandstone of Middle Jurassic age in the Hugin Formation. The reservoir possibly has a thin oil zone. The reservoir lies at a depth of 3,700 metres and has good quality.",28975098
UTGARD,Recovery strategy ,Utgard is produced by pressure depletion.,28975098
UTGARD,Transport ,The well stream from the Utgard field is processed at the Sleipner T facility. The gas is exported to the Gassled pipeline system. Unstable condensate is transported via the existing condensate pipeline to the Kårstø terminal for further processing and export.,28975098
VALE,Development ,"Vale is a field in the central part of the North Sea, 16 kilometres north of the Heimdal field. The water depth is 115 metres. Vale was discovered in 1991, and the plan for development and operation (PDO) was approved in 2001. The field is developed with a subsea template including one horizontal production well with a single side track, tied-back to the Heimdal facility. Production started in 2002.",1578893
VALE,Reservoir ,"Vale produces gas and condensate from Middle Jurassic sandstone in the Brent Group. The reservoir lies at a depth of 3,700 metres and has low permeability. Measured in oil equivalents, the field produces relatively equal amounts of gas and condensate; however, gas production is expected to increase compared to condensate in the coming years. ",1578893
VALE,Recovery ,The field is produced by pressure depletion.,1578893
VALE,Transport ,The well stream from Vale is routed to Heimdal for processing and export. Gas is transported via Vesterled to St Fergus in the UK. Condensate is transported by pipeline to the Brae field in the UK sector and further to Cruden Bay. ,1578893
VALEMON,Development ,"Valemon is a field in the northern part of the North Sea, just west of the Kvitebjørn field. The water depth is 135 metres. Valemon was discovered in 1985, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a fixed production platform with a simplified separation process design. The platform is remotely controlled from an operations centre onshore. Production started in 2015.",20460969
VALEMON,Reservoir ,"Valemon produces gas and condensate from Lower Jurassic sandstone in the Cook Formation and Middle Jurassic sandstone in the Brent Group. The deposit has a complex structure with many fault blocks. The reservoirs lie at a depth of 3,900-4,200 metres and have high temperature and high pressure (HTHP).",20460969
VALEMON,Recovery ,The field is produced by pressure depletion.,20460969
VALEMON,Transport ,"The condensate is transported by pipeline to the Kvitebjørn field, and via the Kvitebjørn Oil Pipeline to Mongstad. The rich gas is exported via the previous Huldra pipeline to Heimdal for further export to the UK or continental Europe.",20460969
VALHALL,Development ,"Valhall is a field in the southern part of the Norwegian sector in the North Sea. The water depth is 70 metres. Valhall was discovered in 1975, and the initial plan for development and operation (PDO) was approved in 1977. The field was originally developed with three facilities for accommodation (QP), drilling (DP), and processing and compression (PCP). Production started in 1982. A PDO for a wellhead facility (WP) was approved in 1995 and for a water injection platform (IP) in 2000. Bridges connect the platforms. A PDO for two wellhead platforms on the northern and southern flanks was approved in 2001. A PDO for Valhall Redevelopment was approved in 2007. The plan included an accommodation and processing platform (PH) to replace aging facilities on the field. The PH-platform is supplied with power from shore. A PDO for Valhall Flank West which included a normally unmanned wellhead platform was approved in 2018 and production started in 2019. ",43548
VALHALL,Reservoir ,Valhall produces oil from chalk in the Upper Cretaceous Hod and Tor Formations. Reservoir depth is 2400 metres. The Tor Formation chalk is fine-grained and has good reservoir quality. Considerable fracturing allows oil and water to flow more easily than in the underlying Hod Formation.,43548
VALHALL,Recovery ,The field was initially produced with pressure depletion and compaction drive. Water injection in the centre of the field started in 2004. Chalk compaction as a result of pressure depletion and water weakening has led to seabed subsidence. Gas lift is used to optimise production in most of the production wells.,43548
VALHALL,Transport ,Oil and NGL (Natural Gas Liquids) are routed via pipeline to the Ekofisk field and further to Teesside in the UK. Gas is sent via Norpipe to Emden in Germany. ,43548
VARG,Development ,"Varg is a field in the central part of the North Sea, south of the Sleipner Øst field. The water depth is 85 metres. Varg was discovered in 1984, and the plan for development and operation (PDO) was approved in 1996. The field was developed with the production vessel ""Petrojarl Varg"", which had integrated oil storage and was connected to the wellhead facility Varg A. Production started in 1998.",43451
VARG,Reservoir ,"Varg produced oil mainly from Upper Jurassic sandstone in the Ula Formation. The reservoir is at a depth of about 2,700 metres. The structure is segmented and includes several isolated compartments with varying reservoir properties. ",43451
VARG,Recovery ,The field was produced with pressure maintenance using water and gas injection. The smaller structures were produced by pressure depletion. All wells were produced with gas lift.,43451
VARG,Transport ,Oil was off-loaded from the production vessel onto tankers. All gas was reinjected until gas export started in 2014. A pipeline was installed between the Varg and Rev fields to export the gas to the UK via the Central Area Transmission System (CATS).,43451
VEGA,Development ,"Vega is a field in the northern part of the North Sea, 30 kilometres west of the Gjøa field. The water depth is 370 metres. Vega was discovered in 1981. The field consists of three separate structures: Vega Nord, Vega Sentral and Vega Sør. The plan for development and operation (PDO) for Vega Nord and Vega Sentral was approved in 2007. In 2011, the field was unitised with Vega Sør. The field has been developed with three 4-slot subsea templates, one on each structure. They are tied to the processing facility on the Gjøa platform. A total of six production wells have been drilled. Production started in 2010.",4467595
VEGA,Reservoir ,"Vega produces gas and condensate from Middle Jurassic shallow marine sandstone in the Brent Group. Vega Sør additionally has an oil zone overlying the gas/condensate deposit. The reservoirs lie at a depth of 3500 meters, and the quality varies from poor to medium across the field. ",4467595
VEGA,Recovery ,The field is produced by pressure depletion.,4467595
VEGA,Transport ,The well stream is sent to the Gjøa field for processing. Oil and condensate are transported from Gjøa to the Troll Oil Pipeline II for further transport to the Mongstad terminal. The rich gas is exported to the Far North Liquids and Associated Gas System (FLAGS) on the British continental shelf for further transport to St Fergus in the UK. ,4467595
VESLEFRIKK,Development ,"Veslefrikk is a field in the northern part of the North Sea, 30 kilometres north of the Oseberg field. The water depth is 185 metres. Veslefrikk was discovered in 1981, and the plan for development and operation (PDO) was approved in 1987. The field is developed with two facilities, Veslefrikk A and Veslefrikk B. Veslefrikk A is a fixed steel wellhead facility with bridge connection to Veslefrikk B. Veslefrikk B is a semi-submersible facility for processing and accommodation. Production started in 1989. Several PDOs were approved in 1994: for the Statfjord reservoir and for the reservoirs in the Upper Brent and I-segment.",43618
VESLEFRIKK,Reservoir ,"Veslefrikk produces oil and some gas from Jurassic sandstone in the Statfjord, Dunlin and Brent Groups. The main reservoir is in the Brent Group and contained originally about 80 per cent of the reserves. The reservoir depths are between 2800 and 3200 metres, and the quality varies from moderate to excellent.",43618
VESLEFRIKK,Recovery ,Veslefrikk has earlier been produced with pressure support from water alternating gas injection (WAG) in the Brent and Dunlin reservoirs and with gas recycling in the Statfjord reservoir. Injection has ceased and the field is now being produced by depletion until shut-in. ,43618
VESLEFRIKK,Transport ,Oil is exported via the Oseberg Transport System (OTS) to the Sture terminal. Gas is exported through Statpipe to the terminal at Kårstø.,43618
VEST EKOFISK,Development ,"Vest Ekofisk is a field in the southern part of the Norwegian sector in the North Sea, five kilometres west of the Ekofisk field. The water depth is 70 metres. Vest Ekofisk was discovered in 1970, and the plan for development and operation (PDO) was approved in 1973. The field was developed with a combined drilling, production and living quarters facility. Production started in 1977. From 1994, the Vest Ekofisk 2/4 D facility was remotely controlled from Ekofisk 2/4 T. ",43513
VEST EKOFISK,Reservoir ,"Vest Ekofisk produced oil and gas from fractured chalk of Late Cretaceous age in the Tor Formation and of early Paleocene age in the Ekofisk Formation. The reservoir lies at a depth of 3,200 metres on a salt dome. ",43513
VEST EKOFISK,Recovery ,The field was produced by pressure depletion.,43513
VEST EKOFISK,Transport ,The well stream was transported via pipeline to the Ekofisk Complex for further export to Emden in Germany and Teesside in the UK.,43513
VIGDIS,Development ,"Vigdis is a field in the Tampen area in the northern part of the North Sea, between the Snorre, Statfjord and Gullfaks fields. The water depth is 280 metres. Vigdis was discovered in 1986, and the plan for development and operation (PDO) was approved in 1994. The field has been developed with seven subsea templates and two satellite wells connected to the Snorre A facility. Production started in 1997. Oil from Vigdis is processed in a dedicated processing module on Snorre A. Injection water is supplied from Snorre A and Statfjord C. A PDO for Vigdis Extension, including the discovery 34/7-23 S and adjoining deposits, was approved in 2002. The PDO for Vigdis Nordøst was approved in 2011.",43732
VIGDIS,Reservoir ,"Vigdis produces oil from sandstone in several deposits. The reservoir in the Vigdis Brent deposit is in the Middle Jurassic Brent Group, while the Vigdis Øst and Vigdis Nordøst deposits are in Upper Triassic and Lower Jurassic sandstone in the Statfjord Group. The Borg Nordvest deposit is in Upper Jurassic intra-Draupne sandstone. The reservoirs are at a depth of 2200-2600 metres and have generally good quality.",43732
VIGDIS,Recovery ,The field is produced by pressure support using water injection. Some of the reservoirs are affected by pressure depletion on the Statfjord field.,43732
