fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
TOR,Reservoir ,"The reservoir contains oil and gas in fractured chalk of Late Cretaceous age in the Tor Formation and of early Paleocene age in the Ekofisk Formation. There are significant remaining resources in both formations. The reservoir depth is 3,200 metres.",43520,25.11.2019,17.02.2021
TOR,Recovery ,The field is produced by natural pressure depletion. ,43520,05.12.2020,17.02.2021
TOR,Transport ,The well stream is transported by pipeline to the processing facility at the Ekofisk Centre and further to Teesside in the UK and Emden in Germany.,43520,05.12.2020,17.02.2021
TOR,Status ,Production started again in December 2020.,43520,05.12.2020,17.02.2021
TORDIS,Development ,"Tordis is a field in the Tampen area in the northern part of the North Sea, between the Statfjord and Gullfaks fields. The water depth is 150-220 metres. Tordis was discovered in 1987, and the plan for development and operation (PDO) was approved in 1991. The field has been developed with a central subsea manifold tied-back to the Gullfaks C facility, which also supplies water for injection. Seven single-well satellites and two 4-slots subsea templates are tied-back to the manifold. Production started in 1994. Tordis comprises four structures: Tordis, Tordis Øst, Tordis Sørøst (34/7-25 S) and Borg. The PDO for Tordis Øst was approved in 1995 and for Borg in 1999. An amended PDO for Tordis was approved in 2005.",43725,17.02.2021,17.02.2021
TORDIS,Reservoir ,"Tordis produces oil from Jurassic sandstone. The reservoirs in Tordis and Tordis Øst are in the Brent and Statfjord Groups, and the reservoir in Borg is in Upper Jurassic intra-Draupne Formation sandstone. The reservoir in Tordis Sørøst is in the Brent Group and in Upper Jurassic sandstone. The reservoirs lie at a depth of 2000-2500 metres and the reservoir quality is good to excellent.",43725,17.02.2021,17.02.2021
TORDIS,Recovery ,The field is produced by pressure support from water injection and by natural aquifer drive.,43725,17.02.2021,17.02.2021
TORDIS,Transport ,"The well stream from Tordis is transported via two pipelines to the Gullfaks C facility for processing. The oil is exported by tankers, while the gas is exported via Statpipe to the Kårstø terminal. ",43725,25.04.2019,17.02.2021
TORDIS,Status ,"Production is maintained through pressure support and well interventions. A production well drilled on Tordis in 2020, and a new well planned for 2021, will contribute to increased production. New 4D-seismic data to be acquired in 2021 will be used to map further infill drilling targets.",43725,17.02.2021,17.02.2021
TRESTAKK,Development ,"Trestakk is a field in the central part of the Norwegian Sea, 20 kilometres south of the Åsgard field. The water depth is 300 metres. Trestakk was proven in 1986 and the plan for development and operation (PDO) was approved in 2017. The development concept consists of one subsea template with four well slots and an additional satellite well. The subsea installation is tied-back to the Åsgard A facility for processing and gas injection.",29396445,30.08.2019,17.02.2021
TRESTAKK,Reservoir ,"Trestakk produces oil from shallow marine sandstone of Middle Jurassic age in the Garn Formation. The reservoir lies at a depth of 3,900 metres and has moderate quality.",29396445,14.02.2020,17.02.2021
TRESTAKK,Recovery strategy ,The Field is produced by gas injection.,29396445,30.08.2019,17.02.2021
TRESTAKK,Transport ,"The well stream is transported to the Åsgard A facility for processing. Oil and condensate are temporarily stored at Åsgard A, and then shipped to market by shuttle tankers. The gas is exported through the Åsgard Transport System (ÅTS) to the Kårstø terminal.",29396445,30.08.2019,17.02.2021
TRESTAKK,Status ,Production from Trestakk started in July 2019.,29396445,30.08.2019,17.02.2021
TROLL,Reservoir ,"Troll contains very large amounts of gas resources and is also one of the largest oil producing fields on the Norwegian continental shelf. The field has two main structures: Troll Øst and Troll Vest. About two-thirds of the recoverable gas reserves lie in Troll Øst. The gas and oil reservoirs in the Troll Øst and Troll Vest structures consist primarily of shallow marine sandstone of Late Jurassic age in the Sognefjord Formation. Part of the reservoir is also in the underlying Fensfjord Formation of Middle Jurassic age. The field consists of three relatively large rotated fault blocks. The eastern fault block constitutes Troll Øst. The reservoir depth at Troll Øst is 1,330 metres. Pressure communication between Troll Øst and Troll Vest has been proven. Originally, the oil column in Troll Øst was mapped to be 0-4 metres thick. A well drilled in 2007 proved an oil column of 6-9 metres in the Fensfjord Formation in the northern segment of Troll Øst. The Troll Vest oil province originally had a 22 to 26-metre-thick oil column under a small gas cap, located at a depth of 1,360 metres. The Troll Vest gas province originally had an oil column of 12-14 metres under a gas column of up to 200 metres. The oil column is now reduced to only 2 to 4 metres thickness. A significant volume of residual oil is encountered directly below the Troll Vest oil column. There is a minor oil discovery in the Middle Jurassic Brent Group, below the main oil reservoir.",46437,14.02.2020,17.02.2021
TROLL,Recovery ,"The gas in Troll Øst is recovered by pressure depletion through 39 wells drilled from Troll A. The oil in Troll Vest is produced from long horizontal wells, which penetrate the thin oil zone directly above the oil-water contact. The recovery strategy is based primarily on pressure depletion, but this is accompanied by a simultaneous expansion of both the gas cap above the oil zone and the underlying water zone. Some gas is also reinjected to increase oil production. Produced water was reinjected into the northern part of the Troll Vest oil province from 2000 to 2016. ",46437,25.04.2019,17.02.2021
TROLL,Status ,"About 270 production wells, more than 570 sidetracks and more than two million reservoir metres have been drilled on Troll. There are currently three drilling rigs on the field, continuously drilling horizontal oil production wells from the subsea templates on Troll Vest. To produce the thin remaining oil columns on Troll, focus has been on developing and implementing new technology for cost effective drilling, more accurate well placement and technology for constraining water and gas production from the oil wells. To increase gas production and processing capacity for Troll and the tied-in Fram field, a new gas compressor module on the Troll C platform started operation in early 2020. Troll Phase III is under development and production is expected to start in 2021.",46437,17.02.2021,17.02.2021
TROLL,Transport ,"The gas from Troll Øst and Troll Vest is transported through three multiphase pipelines to the gas processing plant at Kollsnes. The condensate is separated from the gas and transported by pipeline to the Mongstad terminal. The dry gas is transported in Zeepipe II A and II B to Zeebrugge in Belgium. The oil from Troll B and Troll C is transported in the Troll Oil Pipelines I and II, respectively, to the oil terminal at Mongstad.",46437,11.04.2017,17.02.2021
TROLL,Development ,"Troll is a field in the northern part of the North Sea. The water depth is 300-330 metres. Troll was discovered in 1979, and the initial plan for development and operation (PDO) was approved in 1986. The plan was updated in 1990 and involved the transfer of gas processing to the Kollsnes terminal. Production started in 1995. A phased development was pursued for the Troll field, with Phase I recovering gas reserves in Troll Øst and Phase II focusing on the oil reserves in Troll Vest. Troll Phase I has been developed with Troll A, which is a fixed wellhead and compression platform with a concrete substructure. Troll A receives power from shore. The gas compression capacity at Troll A was increased in 2004/2005, and again in 2015. Troll Phase II was developed with Troll B, a floating concrete accommodation and production platform, and Troll C, a semi-submersible accommodation and production steel platform. The oil is produced from several subsea templates tied-back to Troll B and Troll C by flowlines. Production from Troll C started in 1999. The Troll C platform is also utilised for production from the Fram field. Several PDO amendments were approved in connection with various subsea templates at Troll Vest. In 2018, an amended PDO was approved to increase gas offtake from Troll Vest, Troll Phase III.",46437,17.02.2021,17.02.2021
TROLL BRENT B,Development ,"Troll Brent B is a field near the Troll field in the northern part of the North Sea. The water depth is 340 metres. Troll Brent B was discovered in 2005, and was granted an exemption from the plan for development and operation (PDO) in 2017. Troll Brent B was planned to be developed with one multilateral production well drilled from the O-template connected to Troll C. ",29398828,25.04.2019,17.02.2021
TROLL BRENT B,Reservoir ,"The reservoir contains oil in sandstone of Middle Jurassic age in the Brent Group, stratigraphically underlying producing reservoirs on the Troll field. The reservoir lies at a depth of 1,900 metres.",29398828,16.03.2018,17.02.2021
TROLL BRENT B,Recovery strategy ,The field was planned to be produced by pressure depletion.,29398828,16.03.2018,17.02.2021
TROLL BRENT B,Transport ,There was no production from Troll Brent B.,29398828,16.03.2018,17.02.2021
TROLL BRENT B,Status ,"During drilling of the production well, oil reserves were proven to be significantly lower than originally assumed. It was therefore decided to be uneconomical to start production on the Troll Brent B field. The well was plugged, but the well slot is available to be used for potential new targets on Troll Vest.",29398828,11.02.2020,17.02.2021
TRYM,Status ,"The production from Trym has been temporarily shut-in since September 2019, due to a major redevelopment project on the Tyra field in the Danish sector. Trym production is expected to restart in 2022, once the Tyra project is completed.",18081500,26.02.2020,17.02.2021
TRYM,Transport ,The well stream is processed on the Harald facility for further transport through the Danish pipeline system via the Tyra field.,18081500,16.03.2018,17.02.2021
TRYM,Recovery ,"The field is produced by pressure depletion. A low-pressure project was started in 2017 and is expected to accelerate production, thus increasing final recovery.",18081500,16.03.2018,17.02.2021
TRYM,Reservoir ,"Trym produces gas and condensate from Middle and Upper Jurassic sandstone in the Bryne and Sandnes Formations. The reservoir is in the same salt structure as the Danish field Lulita. The deposits are presumably separated by a fault zone on the Norwegian side of the border, but there may be pressure communication in the water zone. The reservoir lies at a depth of 3,400 metres and has good quality. ",18081500,25.04.2019,17.02.2021
TRYM,Development ,"Trym is a field in the southern part of the Norwegian sector in the North Sea, three kilometres from the border to the Danish sector. The water depth is 65 metres. Trym was discovered in 1990, and the plan for development and operation (PDO) was approved in 2010. The field is developed with a subsea template including two horizontal production wells, tied to the Harald facility in the Danish sector. Production started in 2011.",18081500,18.02.2020,17.02.2021
TUNE,Status ,"Tune is in the tail production phase and produces cyclically. Due to technical issues, there has been longer periods with no production from the Field.",853376,04.02.2021,17.02.2021
TUNE,Development ,"Tune is a field in the northern part of the North Sea, ten kilometres west of the Oseberg field. The water depth is 95 metres. Tune was discovered in 1995, and the plan for development and operation (PDO) was approved in 1999. The field has been developed with a subsea template and a satellite well tied to the Oseberg Field Centre. Production started in 2002. A PDO exemption was granted for the development of the northern part of the field in 2004. A similar exemption was granted for the southern part of the field in 2005.",853376,18.02.2020,17.02.2021
TUNE,Reservoir ,"Tune produces gas and some condensate mainly from Middle Jurassic sandstone in the Tarbert Formation (Brent Group). The reservoir is divided into several inclined fault blocks and lies at a depth of 3,400 metres. Another reservoir is in the underlying Statfjord Formation. ",853376,25.04.2019,17.02.2021
TUNE,Recovery ,The field is produced by pressure depletion. Low-pressure production has been implemented.,853376,11.04.2017,17.02.2021
TUNE,Transport ,"The well stream from Tune is transported in pipelines to the Oseberg Field Centre, where the condensate is separated and transported to the Sture terminal through the Oseberg Transport System (OTS). Gas from Tune is injected in the Oseberg field, while the licensees can export a corresponding volume of sales gas from Oseberg.",853376,16.03.2018,17.02.2021
TYRIHANS,Development ,"Tyrihans is a field in the Norwegian Sea, 25 kilometres southeast of the Åsgard field. The water depth is 270 metres. Tyrihans was discovered in 1983, and the plan for development and operation (PDO) was approved in 2005. The field is developed with five subsea templates tied-back to the Kristin platform, four templates for production and gas injection and one template for seawater injection. Gas for injection and gas lift is supplied from the Åsgard B platform. Production started in 2009.",3960848,26.02.2020,17.02.2021
TYRIHANS,Reservoir ,"Tyrihans produces oil, gas and condensate from two deposits: Tyrihans Sør and Tyrihans Nord. Tyrihans Sør has an oil column with a condensate-rich gas cap. Tyrihans Nord contains gas and condensate with a thin oil zone. The main reservoir in both deposits is in the Middle Jurassic Garn Formation at a depth of 3500 metres. The reservoirs are homogenous and of good quality. In addition, one well produces oil from the Ile Formation.",3960848,17.02.2021,17.02.2021
TYRIHANS,Recovery ,Tyrihans has earlier been produced with pressure support by water and gas injection. The main recovery strategy now is pressure depletion and gas cap expansion.,3960848,17.02.2021,17.02.2021
TYRIHANS,Transport ,"The well stream is sent to the Kristin platform for processing. Gas is exported from Kristin via the Åsgard Transport System (ÅTS) to the Kårstø terminal, while oil and condensate are transported by pipeline to the storage ship Åsgard C for export on shuttle tankers.",3960848,26.02.2020,17.02.2021
TYRIHANS,Status ,"The total oil production from Tyrihans, including important contributions from infill wells that have been drilled, is well above the PDO estimates. Total gas production is in line with the PDO estimates. Water injection was stopped in 2017, but can be resumed if found necessary. Gas injection was stopped in 2018.  A new gas production well with an exploration extension to the Ile Formation is planned to be drilled on Tyrihans Nord in 2021.",3960848,17.02.2021,17.02.2021
ULA,Development ,"Ula is a field in the southern part of the Norwegian sector in the North Sea. The water depth is 70 metres. Ula was discovered in 1976, and the plan for development and operation (PDO) was approved in 1980. The development consists of three facilities for production, drilling and accommodation, which are connected by bridges. Production started in 1986. The gas capacity at Ula was upgraded in 2008 with a new gas processing and gas injection module (UGU) that doubled the capacity. A PDO exemption for the Triassic reservoir was granted in 2015. Ula is the processing facility for the Tambar, Blane and Oda fields.",43800,18.02.2020,17.02.2021
ULA,Reservoir ,"Ula produces oil mainly from sandstone in the Upper Jurassic Ula Formation. The reservoir lies at a depth of 3345 metres. It consists of three units, and two of them are producing well. There is also production from part of the underlying Triassic reservoir at a depth of 3450 metres. This is a tight sandstone reservoir with low effective permeability.",43800,17.02.2021,17.02.2021
ULA,Recovery ,"Oil was initially recovered by pressure depletion, but after some years water injection was implemented to improve recovery. Water alternating gas injection (WAG) started in 1998. The WAG program has been extended with gas from the tied-in Tambar, Blane and Oda fields. Gas lift is used in some of the wells.",43800,17.02.2021,17.02.2021
ULA,Transport ,The oil is transported by pipeline via the Ekofisk field to Teesside in the UK. All gas is reinjected into the reservoir to increase oil recovery.,43800,11.04.2017,17.02.2021
ULA,Status ,The current estimated reserves on Ula are more than three times higher than the original PDO estimates. All oil production from Ula is dependent on Enhanced Oil Recovery (EOR) measures. The positive effect of WAG injection resulted in the drilling of more WAG wells.,43800,17.02.2021,17.02.2021
URD,Development ,"Urd is a field in the Norwegian Sea, five kilometres northeast of the Norne field. The water depth is 380 metres. Urd was discovered in 2000, and the plan for development and operation (PDO) was approved in 2004. The field has three deposits: Svale, Svale North and Stær. The Urd field has been developed with subsea templates tied-back to the Norne production, storage and offloading vessel (FPSO). Production started in 2005 from Svale, from Stær in 2006 and from Svale North in 2016.",2834734,18.02.2020,17.02.2021
URD,Reservoir ,"Urd produces oil from Lower to Middle Jurassic sandstone in the Åre, Tilje and Ile Formations. The field is structurally complex and segmented. The reservoirs lie at depths of 1,800-2,300 metres and have moderate to good quality.",2834734,26.02.2020,17.02.2021
URD,Recovery ,The field is produced by water injection and gas lift.,2834734,18.02.2020,17.02.2021
URD,Transport ,"The well stream is processed on the Norne FPSO, and the oil is offloaded to shuttle tankers together with oil from the Norne field. The gas is sent from Norne to Åsgard, and then exported via the Åsgard Transport System (ÅTS) to the Kårstø terminal.",2834734,26.02.2020,17.02.2021
URD,Status ,"Production performance has been close to expectation. Challenges for Urd are the structural complexity of the field, as well as poor pressure support and high water cut. Both production and injection wells have problems with slugging and sand control. There is currently no production or injection on Stær. New well targets are being evaluated.",2834734,26.02.2020,17.02.2021
UTGARD,Development ,"Utgard is a field in the North Sea, straddling the sector boundary between Norway and the UK. The Norwegian share of the field is 62 per cent. Utgard is located 20 kilometres west of the Sleipner area. The water depth is 110-120 metres. The field was discovered in 1982 and the plan for development and operation (PDO) was approved in 2017. The development concept is a 4-slot subsea template with two wells tied-back to the Sleipner T facility for processing and reduction of the CO2 level in the gas. The subsea template is located in the Norwegian sector.",28975098,26.02.2020,17.02.2021
UTGARD,Reservoir ,"Utgard produces gas with high CO2 content and condensate from sandstone of Middle Jurassic age in the Hugin Formation. The reservoir possibly has a thin oil zone. The reservoir lies at a depth of 3,700 metres and has good quality.",28975098,26.02.2020,17.02.2021
UTGARD,Recovery strategy ,Utgard is produced by pressure depletion.,28975098,24.09.2019,17.02.2021
UTGARD,Transport ,The well stream from the Utgard field is processed at the Sleipner T facility. The gas is exported to the Gassled pipeline system. Unstable condensate is transported via the existing condensate pipeline to the Kårstø terminal for further processing and export.,28975098,18.02.2020,17.02.2021
UTGARD,Status ,Production from Utgard started in September 2019.,28975098,18.02.2020,17.02.2021
VALE,Status ,"Production from Vale stopped in 2018 because of processing problems at the Heimdal facility. After finding a technical solution, production started again in October 2019. Vale can potentially produce as long as the Heimdal facility is available.",1578893,26.02.2020,17.02.2021
VALE,Development ,"Vale is a field in the central part of the North Sea, 16 kilometres north of the Heimdal field. The water depth is 115 metres. Vale was discovered in 1991, and the plan for development and operation (PDO) was approved in 2001. The field is developed with a subsea template including one horizontal production well with a single side track, tied-back to the Heimdal facility. Production started in 2002.",1578893,18.02.2020,17.02.2021
VALE,Reservoir ,"Vale produces gas and condensate from Middle Jurassic sandstone in the Brent Group. The reservoir lies at a depth of 3,700 metres and has low permeability. Measured in oil equivalents, the field produces relatively equal amounts of gas and condensate; however, gas production is expected to increase compared to condensate in the coming years. ",1578893,25.04.2019,17.02.2021
VALE,Recovery ,The field is produced by pressure depletion.,1578893,11.04.2017,17.02.2021
VALE,Transport ,The well stream from Vale is routed to Heimdal for processing and export. Gas is transported via Vesterled to St Fergus in the UK. Condensate is transported by pipeline to the Brae field in the UK sector and further to Cruden Bay. ,1578893,25.04.2019,17.02.2021
VALEMON,Development ,"Valemon is a field in the northern part of the North Sea, just west of the Kvitebjørn field. The water depth is 135 metres. Valemon was discovered in 1985, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a fixed production platform with a simplified separation process design. The platform is remotely controlled from an operations centre onshore. Production started in 2015.",20460969,18.02.2020,17.02.2021
VALEMON,Reservoir ,"Valemon produces gas and condensate from Lower Jurassic sandstone in the Cook Formation and Middle Jurassic sandstone in the Brent Group. The deposit has a complex structure with many fault blocks. The reservoirs lie at a depth of 3,900-4,200 metres and have high temperature and high pressure (HTHP).",20460969,18.02.2020,17.02.2021
VALEMON,Recovery ,The field is produced by pressure depletion.,20460969,16.03.2018,17.02.2021
VALEMON,Transport ,"The condensate is transported by pipeline to the Kvitebjørn field, and via the Kvitebjørn Oil Pipeline to Mongstad. The rich gas is exported via the previous Huldra pipeline to Heimdal for further export to the UK or continental Europe.",20460969,18.02.2020,17.02.2021
VALEMON,Status ,"Due to production experience and rapid pressure decline in the reservoirs, [TA1] the estimated recoverable volumes have been significantly reduced since the PDO. No new wells have been drilled since 2018. However, new drilling targets have been identified after the acquisition of a new 4D seismic survey. Permanent rerouting of the gas export via Kvitebjørn is planned from late 2021.",20460969,26.02.2020,17.02.2021
VALHALL,Development ,"Valhall is a field in the southern part of the Norwegian sector in the North Sea. The water depth is 70 metres. Valhall was discovered in 1975, and the initial plan for development and operation (PDO) was approved in 1977. The field was originally developed with three facilities for accommodation (QP), drilling (DP), and processing and compression (PCP). Production started in 1982. A PDO for a wellhead facility (WP) was approved in 1995 and for a water injection platform (IP) in 2000. Bridges connect the platforms. A PDO for two wellhead platforms on the northern and southern flanks was approved in 2001. A PDO for Valhall Redevelopment was approved in 2007. The plan included an accommodation and processing platform (PH) to replace aging facilities on the field. The PH-platform is supplied with power from shore. A PDO for Valhall Flank West which included a normally unmanned wellhead platform was approved in 2018 and production started in 2019. ",43548,17.02.2021,17.02.2021
VALHALL,Reservoir ,Valhall produces oil from chalk in the Upper Cretaceous Hod and Tor Formations. Reservoir depth is 2400 metres. The Tor Formation chalk is fine-grained and has good reservoir quality. Considerable fracturing allows oil and water to flow more easily than in the underlying Hod Formation.,43548,17.02.2021,17.02.2021
VALHALL,Recovery ,The field was initially produced with pressure depletion and compaction drive. Water injection in the centre of the field started in 2004. Chalk compaction as a result of pressure depletion and water weakening has led to seabed subsidence. Gas lift is used to optimise production in most of the production wells.,43548,11.04.2017,17.02.2021
VALHALL,Transport ,Oil and NGL (Natural Gas Liquids) are routed via pipeline to the Ekofisk field and further to Teesside in the UK. Gas is sent via Norpipe to Emden in Germany. ,43548,25.04.2019,17.02.2021
VALHALL,Status ,"The Valhall field has produced more than one billion barrels of oil equivalents, which is three times more than the original PDO estimate. The long-term strategy for the field has been updated. Several wells were drilled in 2020, and drilling will continue in the foreseeable future. Decommissioning plans were submitted in 2019 for the QP, PCP and DP facilities. Plugging and abandonment of the wells is ongoing on the DP facility.",43548,17.02.2021,17.02.2021
VARG,Development ,"Varg is a field in the central part of the North Sea, south of the Sleipner Øst field. The water depth is 85 metres. Varg was discovered in 1984, and the plan for development and operation (PDO) was approved in 1996. The field was developed with the production vessel ""Petrojarl Varg"", which had integrated oil storage and was connected to the wellhead facility Varg A. Production started in 1998.",43451,11.02.2020,17.02.2021
VARG,Reservoir ,"Varg produced oil mainly from Upper Jurassic sandstone in the Ula Formation. The reservoir is at a depth of about 2,700 metres. The structure is segmented and includes several isolated compartments with varying reservoir properties. ",43451,25.04.2019,17.02.2021
VARG,Recovery ,The field was produced with pressure maintenance using water and gas injection. The smaller structures were produced by pressure depletion. All wells were produced with gas lift.,43451,11.04.2017,17.02.2021
VARG,Transport ,Oil was off-loaded from the production vessel onto tankers. All gas was reinjected until gas export started in 2014. A pipeline was installed between the Varg and Rev fields to export the gas to the UK via the Central Area Transmission System (CATS).,43451,11.04.2017,17.02.2021
VARG,Status ,"The decommissioning plan for Varg was approved in 2001. The plan then was to produce until summer 2002, but measures implemented on the field prolonged its lifetime. A new decommissioning plan was submitted in 2015. The field was shut down in 2016 and the facility was removed in 2018.",43451,02.02.2021,17.02.2021
VEGA,Development ,"Vega is a field in the northern part of the North Sea, 30 kilometres west of the Gjøa field. The water depth is 370 metres. Vega was discovered in 1981. The field consists of three separate structures: Vega Nord, Vega Sentral and Vega Sør. The plan for development and operation (PDO) for Vega Nord and Vega Sentral was approved in 2007. In 2011, the field was unitised with Vega Sør. The field has been developed with three 4-slot subsea templates, one on each structure. They are tied to the processing facility on the Gjøa platform. A total of six production wells have been drilled. Production started in 2010.",4467595,18.02.2020,17.02.2021
VEGA,Reservoir ,"Vega produces gas and condensate from Middle Jurassic shallow marine sandstone in the Brent Group. Vega Sør additionally has an oil zone overlying the gas/condensate deposit. The reservoirs lie at a depth of 3500 meters, and the quality varies from poor to medium across the field. ",4467595,17.02.2021,17.02.2021
VEGA,Recovery ,The field is produced by pressure depletion.,4467595,11.04.2017,17.02.2021
VEGA,Transport ,The well stream is sent to the Gjøa field for processing. Oil and condensate are transported from Gjøa to the Troll Oil Pipeline II for further transport to the Mongstad terminal. The rich gas is exported to the Far North Liquids and Associated Gas System (FLAGS) on the British continental shelf for further transport to St Fergus in the UK. ,4467595,25.04.2019,17.02.2021
VEGA,Status ,Vega production is currently limited by the gas production capacity rights at Gjøa. It is planned to drill three new production wells on Vega Sentral and Vega Sør in 2021/2022.,4467595,17.02.2021,17.02.2021
VESLEFRIKK,Development ,"Veslefrikk is a field in the northern part of the North Sea, 30 kilometres north of the Oseberg field. The water depth is 185 metres. Veslefrikk was discovered in 1981, and the plan for development and operation (PDO) was approved in 1987. The field is developed with two facilities, Veslefrikk A and Veslefrikk B. Veslefrikk A is a fixed steel wellhead facility with bridge connection to Veslefrikk B. Veslefrikk B is a semi-submersible facility for processing and accommodation. Production started in 1989. Several PDOs were approved in 1994: for the Statfjord reservoir and for the reservoirs in the Upper Brent and I-segment.",43618,18.02.2020,17.02.2021
VESLEFRIKK,Reservoir ,"Veslefrikk produces oil and some gas from Jurassic sandstone in the Statfjord, Dunlin and Brent Groups. The main reservoir is in the Brent Group and contained originally about 80 per cent of the reserves. The reservoir depths are between 2800 and 3200 metres, and the quality varies from moderate to excellent.",43618,17.02.2021,17.02.2021
VESLEFRIKK,Recovery ,Veslefrikk has earlier been produced with pressure support from water alternating gas injection (WAG) in the Brent and Dunlin reservoirs and with gas recycling in the Statfjord reservoir. Injection has ceased and the field is now being produced by depletion until shut-in. ,43618,17.02.2021,17.02.2021
VESLEFRIKK,Transport ,Oil is exported via the Oseberg Transport System (OTS) to the Sture terminal. Gas is exported through Statpipe to the terminal at Kårstø.,43618,17.02.2021,17.02.2021
VESLEFRIKK,Status ,Veslefrikk production is maintained at a low rate. Well interventions and high production efficiency have contributed to a prolonged lifetime. A decommissioning plan was submitted in 2020 and plugging and abandonment of the wells is ongoing.,43618,17.02.2021,17.02.2021
VEST EKOFISK,Status ,Production was shut down in 1998 and the facility was removed in 2012. Any redevelopment of the field must be viewed in combination with other decommissioned fields in the area.,43513,02.02.2021,17.02.2021
VEST EKOFISK,Development ,"Vest Ekofisk is a field in the southern part of the Norwegian sector in the North Sea, five kilometres west of the Ekofisk field. The water depth is 70 metres. Vest Ekofisk was discovered in 1970, and the plan for development and operation (PDO) was approved in 1973. The field was developed with a combined drilling, production and living quarters facility. Production started in 1977. From 1994, the Vest Ekofisk 2/4 D facility was remotely controlled from Ekofisk 2/4 T. ",43513,25.04.2019,17.02.2021
VEST EKOFISK,Reservoir ,"Vest Ekofisk produced oil and gas from fractured chalk of Late Cretaceous age in the Tor Formation and of early Paleocene age in the Ekofisk Formation. The reservoir lies at a depth of 3,200 metres on a salt dome. ",43513,25.04.2019,17.02.2021
VEST EKOFISK,Recovery ,The field was produced by pressure depletion.,43513,16.03.2018,17.02.2021
VEST EKOFISK,Transport ,The well stream was transported via pipeline to the Ekofisk Complex for further export to Emden in Germany and Teesside in the UK.,43513,16.03.2018,17.02.2021
VIGDIS,Status ,"The strategy on Vigdis is to maintain reservoir pressure by water injection, while maximising production capacity and regularity. A subsea booster pump for accelerated and improved recovery was installed in 2020. New infill production wells were drilled in 2020, and the exploration well 34/7-E-4 AH proved the Lomre discovery. More infill wells are planned for the coming years. 4D-seismic data to be acquired in 2021 may result in additional drilling targets.",43732,17.02.2021,17.02.2021
VIGDIS,Development ,"Vigdis is a field in the Tampen area in the northern part of the North Sea, between the Snorre, Statfjord and Gullfaks fields. The water depth is 280 metres. Vigdis was discovered in 1986, and the plan for development and operation (PDO) was approved in 1994. The field has been developed with seven subsea templates and two satellite wells connected to the Snorre A facility. Production started in 1997. Oil from Vigdis is processed in a dedicated processing module on Snorre A. Injection water is supplied from Snorre A and Statfjord C. A PDO for Vigdis Extension, including the discovery 34/7-23 S and adjoining deposits, was approved in 2002. The PDO for Vigdis Nordøst was approved in 2011.",43732,18.02.2020,17.02.2021
VIGDIS,Reservoir ,"Vigdis produces oil from sandstone in several deposits. The reservoir in the Vigdis Brent deposit is in the Middle Jurassic Brent Group, while the Vigdis Øst and Vigdis Nordøst deposits are in Upper Triassic and Lower Jurassic sandstone in the Statfjord Group. The Borg Nordvest deposit is in Upper Jurassic intra-Draupne sandstone. The reservoirs are at a depth of 2200-2600 metres and have generally good quality.",43732,17.02.2021,17.02.2021
VIGDIS,Recovery ,The field is produced by pressure support using water injection. Some of the reservoirs are affected by pressure depletion on the Statfjord field.,43732,16.03.2018,17.02.2021
VIGDIS,Transport ,The well stream from Vigdis is routed to Snorre A through two flowlines. Stabilised oil is transported by pipeline from Snorre A to Gullfaks A for storage and export. All produced gas from Vigdis is reinjected into the Snorre reservoir.,43732,18.02.2020,17.02.2021
VILJE,Development ,"Vilje is a field in the central part of the North Sea, 20 kilometres northeast of the Alvheim field. The water depth is 120 metres. Vilje was discovered in 2003, and the plan for development for operation (PDO) was approved in 2005. The field is developed with three horizontal subsea wells tied-back to the Alvheim production, storage and offloading vessel (FPSO). Production started in 2008. The Skogul field is tied-back to the Alvheim FPSO via the Vilje template.",3392471,26.02.2020,17.02.2021
VILJE,Reservoir ,"Vilje produces oil from turbidite sandstone of Paleocene age in the Heimdal Formation. The reservoir has good properties and lies in a fan system at a depth of 2,150 metres. ",3392471,25.04.2019,17.02.2021
VILJE,Recovery ,The field is produced by natural water drive from the regional underlying Heimdal aquifer.,3392471,16.03.2018,17.02.2021
VILJE,Transport ,"The well stream is routed by pipeline to the Alvheim FPSO, where the oil is offloaded to shuttle tankers. The gas is transported by pipeline from Alvheim to the Scottish Area Gas Evacuation (SAGE) pipeline in the UK sector.",3392471,27.02.2020,17.02.2021
VILJE,Status ,"The recoverable volume estimates are significantly higher than in the PDO. However, production from the field is steadily declining due to increasing water cut.",3392471,26.02.2020,17.02.2021
VISUND,Development ,"Visund is a field in the northern part of the North Sea, northeast of the Gullfaks field. The water depth is 335 metres. Visund was discovered in 1986, and the plan for development and operation (PDO) was approved in 1996. The field is developed with a semi-submersible, integrated accommodation, drilling and processing facility (Visund A) and a subsea facility in the northern part of the field. Production started in 1999. A PDO for the gas phase was approved in 2002 and gas export started in 2005. A PDO exemption was granted in 2013 for the deposits Rhea and Titan east on Visund. The subsea facility north on Visund was replaced in 2013 due to problems with the original template. In 2017, a PDO exemption was granted for another subsea template north on Visund.",43745,26.02.2020,17.02.2021
